YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
1906,8,17,8.2,CHILE,CHILE:  SOUTH CENTRAL,-33,-72,Earthquake
1908,12,12,8.2,PERU,PERU:  OFF COAST,-14,-78,Earthquake
1938,11,10,8.2,USA,ALASKA,55.48,-158.37,Earthquake
1940,5,24,8.2,PERU,PERU,-10.5,-77,Earthquake
1942,8,24,8.2,PERU,"PERU:  ICA, NAZCA",-15,-76,Earthquake
1943,4,6,8.2,CHILE,CHILE:  ILLAPEL,-30.75,-72,Earthquake
1959,5,4,8.2,RUSSIA,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.5,159.5,Earthquake
1960,5,21,8.2,CHILE,CHILE:  CENTRAL,-37.872,-73.243,Earthquake
1968,5,16,8.2,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,Earthquake
1969,8,11,8.2,RUSSIA,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,Earthquake
1989,5,23,8.2,AUSTRALIA,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,Earthquake
1994,6,9,8.2,BOLIVIA,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",-13.841,-67.553,Earthquake
1996,2,17,8.2,INDONESIA,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",-0.891,136.952,Earthquake
2012,4,11,8.2,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,Earthquake
2014,4,1,8.2,CHILE,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.642,-70.817,Earthquake
1900,10,9,8.3,USA,ALASKA:  KODIAK ISLAND,57.09,-153.48,Earthquake
1903,6,2,8.3,USA,ALASKA:  SOUTHWEST,61.56,-158.54,Earthquake
1904,6,25,8.3,RUSSIA,RUSSIA:  OFF KAMCHATKA,52,159,Earthquake
1904,8,27,8.3,USA,ALASKA:  RAMPART,64.66,-148.08,Earthquake
1906,12,22,8.3,CHINA,CHINA:  XINJIANG PROVINCE,43.5,85,Earthquake
1907,4,15,8.3,MEXICO,MEXICO:  GUERRERO,17,-100,Earthquake
1917,6,26,8.3,SAMOA,SAMOA ISLANDS,-15.5,-173,Earthquake
1918,8,15,8.3,PHILIPPINES,PHILIPPINES:  MINDANAO:  COTABATO,5.5,123,Earthquake
1918,9,7,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS,45.5,151.5,Earthquake
1919,1,1,8.3,FIJI,FIJI ISLANDS,-19.5,-176.5,Earthquake
1920,12,16,8.3,CHINA,"CHINA:  GANSU PROVINCE, SHANXI PROVINCE",36.601,105.317,Earthquake
1923,2,3,8.3,RUSSIA,RUSSIA:  KAMCHATKA,54,161,Earthquake
1924,4,14,8.3,PHILIPPINES,"PHILIPPINES: E MINDANAO: MATI,SURIGA",6.5,126.5,Earthquake
1939,1,25,8.3,CHILE,CHILE:  CHILLAN,-36.25,-72.25,Earthquake
1941,11,25,8.3,ATLANTIC OCEAN,ATLANTIC OCEAN:  NORTHERN,37.417,-18.983,Earthquake
1948,1,24,8.3,PHILIPPINES,"PHILIPPINES:  PANAY, ILOILO CITY, ANTIQUE",10.5,122,Earthquake
1958,11,6,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS:  S,44.53,148.54,Earthquake
1963,11,4,8.3,INDONESIA,INDONESIA:  BANDA SEA,-6.86,129.58,Earthquake
1994,10,4,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,Earthquake
2003,9,25,8.3,JAPAN,JAPAN:  HOKKAIDO,41.815,143.91,Earthquake
2006,11,15,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS,46.592,153.266,Earthquake
2013,5,24,8.3,RUSSIA,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,Earthquake
2015,9,16,8.3,CHILE,CHILE:  CENTRAL,-31.573,-71.674,Earthquake
1900,10,29,8.4,VENEZUELA,VENEZUELA:  MACUTO,11,-66,Earthquake
1901,8,9,8.4,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22,170,Earthquake
1905,1,22,8.4,INDONESIA,INDONESIA:  MINAHASSA PENINSULA,1,123,Earthquake
1905,7,9,8.4,MONGOLIA,MONGOLIA,49,99,Earthquake
1905,7,23,8.4,MONGOLIA,MONGOLIA,49,98,Earthquake
1906,1,21,8.4,JAPAN,JAPAN:  NEAR S COAST HONSHU,34,138,Earthquake
1933,3,2,8.4,JAPAN,JAPAN:  SANRIKU,39.224,144.622,Earthquake
2001,6,23,8.4,PERU,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,Earthquake
2007,9,12,8.4,INDONESIA,INDONESIA:  SUMATRA,-4.438,101.367,Earthquake
1938,2,1,8.5,INDONESIA,INDONESIA:  NEW GUINEA,-5.25,130.5,Earthquake
1963,10,13,8.5,RUSSIA,RUSSIA:  KURIL ISLANDS,44.77,149.798,Earthquake
1906,1,31,8.6,ECUADOR,ECUADOR:  OFF COAST,1,-81.5,Earthquake
1946,4,1,8.6,USA,ALASKA:  UNIMAK ISLAND,53.492,-162.832,Earthquake
1950,8,15,8.6,INDIA,INDIA-CHINA,28.5,96.5,Earthquake
1957,3,9,8.6,USA,ALASKA,51.292,-175.629,Earthquake
2005,3,28,8.6,INDONESIA,INDONESIA:  SUMATERA:  SW,2.085,97.108,Earthquake
2012,4,11,8.6,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,Earthquake
1922,11,11,8.7,CHILE,CHILE:  ATACAMA,-28.553,-70.755,Earthquake
1965,2,4,8.7,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.29,178.55,Earthquake
2010,2,27,8.8,CHILE,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,Earthquake
1952,11,4,9,RUSSIA,RUSSIA:  KAMCHATKA PENINSULA,52.755,160.057,Earthquake
2011,3,11,9,JAPAN,JAPAN:  HONSHU,38.297,142.372,Earthquake
2004,12,26,9.1,INDONESIA,INDONESIA:  SUMATRA:  OFF WEST COAST,3.316,95.854,Earthquake
1964,3,28,9.2,USA,ALASKA,61.017,-147.648,Earthquake
1960,5,22,9.5,CHILE,"CHILE:  PUERTO MONTT, VALDIVIA",-38.143,-73.407,Earthquake
1998,3,25,-6.6,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,Tsunami
2009,8,10,-6.6,INDIA,ANDAMAN ISLANDS,14.099,92.888,Tsunami
2010,1,3,-6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,Tsunami
1901,8,9,-5.6,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,Tsunami
1906,8,7,-5.6,USA,S. CALIFORNIA,33.9,-117,Tsunami
1994,5,24,-5.6,TAIWAN,TAIWAN,23.959,122.448,Tsunami
1938,3,6,-5.1,PAPUA NEW GUINEA,SOLOMON SEA,-5.1,153.1,Tsunami
1968,8,5,-5.1,JAPAN,SEIKAIDO-NANKAIDO,33.3,132.2,Tsunami
1970,3,11,-5.1,USA,"ANDREANOF ISLANDS, AK",57.5,-153.9,Tsunami
1971,9,27,-5.1,RUSSIA,TATAR STRAIT,46.4,141.1,Tsunami
1977,10,10,-5.1,TONGA,TONGA TRENCH,-25.856,-175.406,Tsunami
1978,6,14,-5.1,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,Tsunami
1997,9,30,-5.1,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,Tsunami
2007,8,2,-5.1,USA,"ALEUTIAN ISLANDS, AK",51.307,-179.971,Tsunami
2007,12,9,-5.1,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,Tsunami
2008,4,28,-5.1,VANUATU,VANUATU ISLANDS,-19.941,168.953,Tsunami
2010,1,5,-5.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,Tsunami
2010,6,12,-5.1,INDIA,LITTLE NICOBAR ISLAND,7.881,91.936,Tsunami
2011,1,9,-5.1,VANUATU,VANUATU ISLANDS,-19.157,168.311,Tsunami
1971,5,2,-4.6,USA,"ANDREANOF ISLANDS, AK",51.228,-177.173,Tsunami
1977,4,21,-4.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,Tsunami
1987,3,18,-4.6,JAPAN,KYUSHU ISLAND,32.034,131.837,Tsunami
1990,12,13,-4.6,TAIWAN,TAIWAN,23.722,121.627,Tsunami
2010,5,29,-4.6,USA TERRITORY,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.708,145.97,Tsunami
1952,9,23,-4.3,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1953,3,25,-4.3,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1964,11,17,-4.3,PAPUA NEW GUINEA,NEW BRITAIN,-5.7,150.7,Tsunami
1968,7,25,-4.3,NEW ZEALAND,KERMADEC ISLANDS,-30.8,-178.4,Tsunami
1972,1,25,-4.3,TAIWAN,E. TAIWAN,22.5,122.3,Tsunami
1978,3,22,-4.3,RUSSIA,S. KURIL ISLANDS,44.14,149.029,Tsunami
1978,7,23,-4.3,TAIWAN,TAIWAN,22.282,121.512,Tsunami
1993,11,13,-4.3,RUSSIA,KAMCHATKA,51.934,158.647,Tsunami
2002,3,26,-4.3,JAPAN,JAPAN,23.346,124.09,Tsunami
2005,8,16,-4.3,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,Tsunami
2007,9,2,-4.3,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.61,165.762,Tsunami
1953,5,31,-4.1,DOMINICAN REPUBLIC,PUERTO PLATA,19.8,-70.7,Tsunami
1970,1,10,-4.1,PHILIPPINES,PHILIPPINE TRENCH,6.8,126.7,Tsunami
1987,11,17,-4.1,USA,"GULF OF ALASKA, AK",58.586,-143.27,Tsunami
2011,9,2,-4.1,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,Tsunami
1971,9,8,-3.8,RUSSIA,TATAR STRAIT,46.3,140.9,Tsunami
1978,3,22,-3.8,RUSSIA,S. KURIL ISLANDS,44.026,149.002,Tsunami
1994,9,1,-3.8,USA,N. CALIFORNIA,40.402,-125.68,Tsunami
2000,7,1,-3.8,JAPAN,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,Tsunami
2000,7,15,-3.8,JAPAN,HONSHU: S COAST,34.319,139.26,Tsunami
2006,12,26,-3.8,CHINA,TAIWAN,21.799,120.547,Tsunami
2010,8,13,-3.8,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.484,141.476,Tsunami
2013,7,21,-3.8,NEW ZEALAND,COOK STRAIT,-41.704,174.337,Tsunami
1918,7,18,-3.6,INDONESIA,SULAWESI,3.138,125.491,Tsunami
1964,7,24,-3.6,RUSSIA,S. KURIL ISLANDS,47.159,153.876,Tsunami
1965,7,2,-3.6,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,Tsunami
1967,7,29,-3.6,VENEZUELA,CARACAS,10.6,-67.3,Tsunami
1977,4,2,-3.6,SAMOA,SAMOA ISLANDS,-16.696,-172.095,Tsunami
2003,5,27,-3.6,ALGERIA,ALGIERS,36.939,3.578,Tsunami
2006,9,28,-3.6,SAMOA,SAMOA ISLANDS,-16.592,-172.033,Tsunami
2007,3,25,-3.6,VANUATU,VANUATU ISLANDS,-20.617,169.357,Tsunami
2011,4,7,-3.6,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,Tsunami
2012,2,2,-3.6,VANUATU,VANUATU ISLANDS,-17.827,167.133,Tsunami
2014,7,25,-3.6,USA,"PALMA BAY, AK",58.358,-137.13,Tsunami
1971,9,8,-3.5,RUSSIA,TATAR STRAIT,46.4,141.1,Tsunami
1981,10,25,-3.5,MEXICO,MEXICO,18.084,-102.084,Tsunami
1988,8,10,-3.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,Tsunami
1995,4,7,-3.5,SAMOA,SAMOA ISLANDS,-15.199,-173.529,Tsunami
1996,9,5,-3.5,CHILE,EASTER ISLAND REGION,-22.118,-113.436,Tsunami
2008,9,11,-3.5,JAPAN,HOKKAIDO ISLAND,41.892,143.754,Tsunami
2011,7,10,-3.5,JAPAN,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,Tsunami
2014,11,15,-3.5,INDONESIA,N. MOLUCCAS ISLANDS,1.928,126.54,Tsunami
1906,4,18,-3.3,USA,N. CALIFORNIA,37.7,-122.5,Tsunami
1913,10,11,-3.3,PAPUA NEW GUINEA,SOLOMON SEA,-7,148,Tsunami
1914,5,26,-3.3,INDONESIA,NW. IRIAN JAYA,-1.829,136.943,Tsunami
1921,9,11,-3.3,INDONESIA,JAVA,-11,111,Tsunami
1923,1,22,-3.3,USA,N. CALIFORNIA,40.8,-124.5,Tsunami
1927,8,5,-3.3,JAPAN,SANRIKU,37.9,142,Tsunami
1930,7,19,-3.3,INDONESIA,SOUTH OF JAVA,-9.3,114.3,Tsunami
1931,2,13,-3.3,NEW ZEALAND,N. NEW ZEALAND,-39.5,177,Tsunami
1933,3,11,-3.3,USA,S. CALIFORNIA,33.616,-117.966,Tsunami
1941,11,25,-3.3,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.417,-18.983,Tsunami
1941,12,6,-3.3,COSTA RICA,COSTA RICA-PANAMA,8.5,-84,Tsunami
1949,9,5,-3.3,PHILIPPINES,NORTHERN LUZON ISLAND,17,121.5,Tsunami
1950,10,5,-3.3,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,Tsunami
1952,5,13,-3.3,COSTA RICA,COSTA RICA-PANAMA,10.3,-85.3,Tsunami
1952,9,26,-3.3,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1958,11,4,-3.3,PACIFIC OCEAN,EAST PACIFIC RISE,-50,-115,Tsunami
1959,4,9,-3.3,RUSSIA,S. KURIL ISLANDS,44.3,149,Tsunami
1961,8,11,-3.3,JAPAN,SE. HOKKAIDO ISLAND,42.9,145.6,Tsunami
1961,11,15,-3.3,JAPAN,SE. HOKKAIDO ISLAND,42.7,145.7,Tsunami
1962,3,12,-3.3,COSTA RICA,COSTA RICA-PANAMA,8.1,-82.9,Tsunami
1962,4,23,-3.3,JAPAN,SE. HOKKAIDO ISLAND,42.2,143.9,Tsunami
1962,5,21,-3.3,JAPAN,OFF COAST OF HONSHU ISLAND,41.8,142.4,Tsunami
1964,12,10,-3.3,JAPAN,NW. HONSHU ISLAND,40.4,138.9,Tsunami
1965,3,30,-3.3,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,Tsunami
1965,4,19,-3.3,JAPAN,AICHI PREFECTURE,34.9,139,Tsunami
1965,6,11,-3.3,RUSSIA,S. KURIL ISLANDS,44.7,148.7,Tsunami
1966,3,12,-3.3,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,Tsunami
1967,8,13,-3.3,PAPUA NEW GUINEA,BISMARCK SEA,-4.4,152.5,Tsunami
1969,4,21,-3.3,JAPAN,RYUKYU ISLANDS,32.2,132.1,Tsunami
1971,11,6,-3.3,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.5,179.1,Tsunami
1972,7,30,-3.3,USA,"SE. ALASKA, AK",56.82,-135.685,Tsunami
1982,1,11,-3.3,PHILIPPINES,PHILIPPINES,13.752,124.358,Tsunami
1982,2,24,-3.3,INDONESIA,JAVA TRENCH,4.374,97.755,Tsunami
1982,3,11,-3.3,INDONESIA,SUMBAWA ISLAND,-9.265,118.479,Tsunami
1983,8,17,-3.3,RUSSIA,"KAMCHATKA BAY, RUSSIA",55.867,161.287,Tsunami
1983,8,17,-3.3,PHILIPPINES,LUZON ISLAND,18.231,120.86,Tsunami
1984,1,8,-3.3,INDONESIA,SULAWESI,-2.823,118.806,Tsunami
1987,2,6,-3.3,JAPAN,E. HONSHU ISLAND,36.988,141.689,Tsunami
1987,6,18,-3.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,Tsunami
1987,7,6,-3.3,VANUATU,VANUATU ISLANDS,-14.074,167.828,Tsunami
1987,10,12,-3.3,PAPUA NEW GUINEA,SOLOMON SEA,-7.288,154.371,Tsunami
1987,10,16,-3.3,PAPUA NEW GUINEA,SOLOMON SEA,-6.266,149.06,Tsunami
1987,11,26,-3.3,INDONESIA,TIMOR SEA,-8.247,124.155,Tsunami
1988,2,5,-3.3,CHILE,NORTHERN CHILE,-24.753,-70.433,Tsunami
1988,7,5,-3.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,Tsunami
1989,5,23,-3.3,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,Tsunami
1989,9,4,-3.3,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,Tsunami
1989,11,1,-3.3,USA TERRITORY,PUERTO RICO,18.986,-68.833,Tsunami
1990,12,13,-3.3,ITALY,EASTERN SICILY,37.3,15.438,Tsunami
1991,2,9,-3.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,Tsunami
1991,2,16,-3.3,RUSSIA,N. KURIL ISLANDS,48.268,154.328,Tsunami
1992,5,27,-3.3,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.122,165.239,Tsunami
1993,6,8,-3.3,RUSSIA,KAMCHATKA,51.218,157.829,Tsunami
1994,1,17,-3.3,USA,"WEST COAST, USA",34.213,-118.537,Tsunami
1995,5,27,-3.3,RUSSIA,SAKHALIN ISLAND,52.629,142.827,Tsunami
1995,11,1,-3.3,CHILE,NORTHERN CHILE,-28.906,-71.417,Tsunami
1995,11,22,-3.3,EGYPT,EGYPT,28.826,34.799,Tsunami
1996,2,25,-3.3,MEXICO,MEXICO,15.978,-98.07,Tsunami
1997,10,14,-3.3,TONGA,TONGA ISLANDS,-22.1,-176.77,Tsunami
2005,6,15,-3.3,USA,N. CALIFORNIA,41.301,-125.97,Tsunami
2006,10,15,-3.3,USA,HAWAII,19.878,-155.935,Tsunami
2007,3,25,-3.3,JAPAN,HONSHU: W COAST,37.336,136.588,Tsunami
2010,2,26,-3.3,JAPAN,RYUKYU ISLANDS,25.93,128.425,Tsunami
2011,6,24,-3.3,USA,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,Tsunami
1934,11,30,-3.2,MEXICO,MEXICO,18.5,-105.5,Tsunami
1959,10,26,-3.2,JAPAN,SANRIKU,37.5,143.2,Tsunami
1989,10,29,-3.2,JAPAN,N. HONSHU ISLAND,39.571,143.333,Tsunami
1994,4,8,-3.2,JAPAN,HOKKAIDO ISLAND,40.608,143.683,Tsunami
2004,11,2,-3.2,CANADA,VANCOUVER ISLAND,49.277,-128.772,Tsunami
2009,1,15,-3.2,RUSSIA,KAMCHATKA,46.857,155.154,Tsunami
1963,10,12,-3.1,RUSSIA,S. KURIL ISLANDS,44.426,149.272,Tsunami
1976,2,4,-3.1,GUATEMALA,GUATEMALA,15.324,-89.101,Tsunami
1978,8,14,-3.1,SPAIN,CADIZ,36.37,-6.98,Tsunami
1979,2,20,-3.1,JAPAN,"IWATE, JAPAN",40.232,143.703,Tsunami
1985,3,16,-3.1,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,17.013,-62.448,Tsunami
2001,12,18,-3.1,TAIWAN,TAIWAN,23.954,122.734,Tsunami
2004,11,28,-3.1,JAPAN,HOKKAIDO ISLAND,43.006,145.119,Tsunami
2008,2,25,-3.1,INDONESIA,SUMATRA,-2.486,99.972,Tsunami
1984,9,18,-2.9,JAPAN,HONSHU ISLAND,34.006,141.5,Tsunami
1998,5,3,-2.9,TAIWAN,TAIWAN:  SOUTHEAST OF,22.306,125.308,Tsunami
2008,11,16,-2.9,INDONESIA,SULAWESI,1.271,122.091,Tsunami
2009,2,11,-2.9,INDONESIA,CELEBES SEA,3.884,126.397,Tsunami
2010,12,21,-2.9,JAPAN,BONIN ISLANDS,26.901,143.698,Tsunami
2014,6,23,-2.9,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.118,-177.67,Tsunami
1980,7,17,-2.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-12.525,165.916,Tsunami
2000,7,30,-2.8,JAPAN,HONSHU: S COAST,33.901,139.376,Tsunami
2010,3,11,-2.8,CHILE,CENTRAL CHILE,-34.29,-71.891,Tsunami
2011,10,21,-2.8,NEW ZEALAND,KERMADEC ISLANDS,-28.993,-176.238,Tsunami
1903,2,10,-2.7,USA TERRITORY,"GUAM, MARIANA ISLANDS",14,143.3,Tsunami
1941,1,13,-2.7,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,Tsunami
1952,9,16,-2.7,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1952,9,24,-2.7,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1977,4,20,-2.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,163.323,Tsunami
1979,2,28,-2.7,USA,"SE. ALASKA, AK",60.691,-141.671,Tsunami
1991,2,21,-2.7,USA,"BERING SEA, AK",58.427,-175.45,Tsunami
1991,10,14,-2.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,Tsunami
2003,8,21,-2.7,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,Tsunami
2003,12,27,-2.7,NEW CALEDONIA,LOYALTY ISLANDS,-22.107,169.35,Tsunami
2009,3,19,-2.7,TONGA,TONGA,-23.046,-174.659,Tsunami
2010,12,25,-2.7,VANUATU,VANUATU ISLANDS,-19.702,167.947,Tsunami
2011,2,11,-2.7,CHILE,CENTRAL CHILE,-36.474,-73.125,Tsunami
2012,8,31,-2.7,PHILIPPINES,PHILIPPINE ISLANDS,10.811,126.638,Tsunami
2013,11,17,-2.7,ANTARCTICA,SCOTIA SEA,-60.296,-46.362,Tsunami
1968,8,1,-2.6,PHILIPPINES,E. LUZON ISLAND,16.5,122.2,Tsunami
1987,3,24,-2.6,JAPAN,HONSHU ISLAND,37.447,137.865,Tsunami
1990,2,20,-2.6,JAPAN,JAPAN,34.706,139.252,Tsunami
1993,8,7,-2.6,JAPAN,JAPAN,41.985,139.839,Tsunami
2008,4,9,-2.6,NEW CALEDONIA,LOYALTY ISLANDS,-20.071,168.892,Tsunami
2012,9,5,-2.6,COSTA RICA,COSTA RICA,10.085,-85.315,Tsunami
1978,3,23,-2.6,RUSSIA,S. KURIL ISLANDS,44.209,148.971,Tsunami
2014,6,23,-2.6,USA,"ALEUTIAN ISLANDS, AK",51.797,178.76,Tsunami
1968,1,29,-2.5,RUSSIA,S. KURIL ISLANDS,43.586,146.701,Tsunami
1996,6,10,-2.5,USA,"ANDREANOF ISLANDS, AK",51.478,-176.847,Tsunami
2009,8,16,-2.5,INDONESIA,SUMATRA,-1.479,99.49,Tsunami
2011,8,20,-2.5,VANUATU,VANUATU ISLANDS,-18.365,168.143,Tsunami
2011,8,20,-2.5,VANUATU,VANUATU ISLANDS,-18.311,168.218,Tsunami
1982,12,28,-2.4,JAPAN,S. OF HONSHU ISLAND,33.826,139.434,Tsunami
1988,3,6,-2.4,USA,"GULF OF ALASKA, AK",57.262,-142.747,Tsunami
2007,8,2,-2.4,RUSSIA,TATAR STRAIT,47.116,141.798,Tsunami
2008,8,8,-2.4,USA,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.5,Tsunami
1928,6,17,-2.3,MEXICO,S. MEXICO,16.028,-97.036,Tsunami
1933,6,18,-2.3,JAPAN,SANRIKU,38.1,142.4,Tsunami
1935,7,19,-2.3,JAPAN,JAPAN,36.6,141.4,Tsunami
1935,10,18,-2.3,JAPAN,SANRIKU,40.7,144.3,Tsunami
1938,11,30,-2.3,JAPAN,SANRIKU,37,142.2,Tsunami
1950,10,23,-2.3,GUATEMALA,GUATEMALA,14.31,-91.917,Tsunami
1959,5,4,-2.3,RUSSIA,KAMCHATKA,52.5,159.5,Tsunami
1961,7,18,-2.3,JAPAN,RYUKYU ISLANDS,29.6,131.8,Tsunami
1963,2,13,-2.3,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,Tsunami
1966,6,15,-2.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.343,160.883,Tsunami
1966,7,12,-2.3,RUSSIA,BLACK SEA,44.75,37,Tsunami
1974,5,8,-2.3,JAPAN,TOKAIDO,34.6,138.7,Tsunami
1982,12,19,-2.3,TONGA,KERMADEC ISLANDS,-24.133,-175.864,Tsunami
1983,10,4,-2.3,CHILE,NORTHERN CHILE,-26.535,-70.563,Tsunami
1984,3,24,-2.3,RUSSIA,S. KURIL ISLANDS,44.117,148.192,Tsunami
1984,8,6,-2.3,JAPAN,"KYUSHU, JAPAN",32.386,131.945,Tsunami
1984,12,28,-2.3,RUSSIA,KAMCHATKA,56.194,163.46,Tsunami
1987,3,5,-2.3,CHILE,NORTHERN CHILE,-24.388,-70.161,Tsunami
1990,9,23,-2.3,JAPAN,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,Tsunami
1994,10,9,-2.3,RUSSIA,S. KURIL ISLANDS,43.905,147.916,Tsunami
1995,4,21,-2.3,PHILIPPINES,SAMAR ISLAND,12.059,125.58,Tsunami
1995,4,21,-2.3,PHILIPPINES,SAMAR ISLAND,12.047,125.92,Tsunami
1996,10,18,-2.3,JAPAN,KYUSHU ISLAND,30.568,131.093,Tsunami
1996,12,2,-2.3,JAPAN,SEA OF JAPAN,31.789,131.314,Tsunami
2002,3,31,-2.3,TAIWAN,TAIWAN,24.279,122.179,Tsunami
2008,7,19,-2.3,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,Tsunami
2012,3,14,-2.3,JAPAN,HOKKAIDO ISLAND,40.887,144.944,Tsunami
2012,3,20,-2.3,MEXICO,S. MEXICO,16.493,-98.231,Tsunami
2013,4,19,-2.3,RUSSIA,S. KURIL ISLANDS,46.221,150.788,Tsunami
2014,7,11,-2.3,JAPAN,SANRIKU,37.04,142.425,Tsunami
1973,6,26,-2.3,RUSSIA,S. KURIL ISLANDS,43.2,146.6,Tsunami
1986,10,20,-2.2,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,Tsunami
1941,12,5,-2.1,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,Tsunami
1958,9,17,-2.1,RUSSIA,N. KURIL ISLANDS,48.6,156.1,Tsunami
2010,8,10,-2.1,VANUATU,VANUATU ISLANDS,-17.541,168.069,Tsunami
1901,6,24,-2,JAPAN,RYUKYU ISLANDS,28,130.3,Tsunami
1901,8,9,-2,JAPAN,OFF NORTHEAST COAST HONSHU,40.6,142.3,Tsunami
1906,2,7,-2,ECUADOR,COLOMBIA-ECUADOR,1,-81,Tsunami
1987,10,6,-2,TONGA,TONGA ISLANDS,-17.94,-172.225,Tsunami
2001,1,13,-2,EL SALVADOR,EL SALVADOR,13.049,-88.66,Tsunami
2007,9,30,-2,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,Tsunami
2013,9,24,-1.9,PAKISTAN,OFF COAST GWADAR,25.18,62.26,Tsunami
2006,5,3,-1.9,TONGA,TONGA,-20.187,-174.123,Tsunami
2009,9,30,-1.9,INDONESIA,SUMATRA,-0.72,99.867,Tsunami
1964,5,19,-1.8,USA,"LONG ISLAND, NY",40.8,-73.1,Tsunami
